projectid,name,cat_id,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country
1016554206,Aggressive vocals + EDM = Adamo Fiscella's new project,44,Electronic Music,Music,USD,23/08/14 3:48,3800,24/07/14 3:48,600,failed,5,US
1016566206,Social behavior in technical communities,123,Wearables,Technology,USD,27/07/14 17:27,4000,27/06/14 22:47,65,failed,5,US
1016568508,Aquor: The Ultimate Outdoor Faucet & Garden Hose Connector,8,Product Design,Design,USD,22/06/15 18:44,35000,18/05/15 18:44,38668,successful,215,US
1016578965,Taking it to the next level.,17,Fashion,Fashion,USD,17/04/15 0:43,10000,17/03/15 23:43,0,failed,0,US
1016581867,The Crankset Project 2016 Calendar,63,Fine Art,Photography,USD,01/10/15 2:00,2500,08/09/15 17:57,85,failed,3,US
1016585643,"In Her Image, Launch",9,Documentary,Film & Video,USD,31/12/11 23:00,10000,19/11/11 5:47,0,failed,0,US
1016588955,House of Puff,131,Candles,Crafts,USD,24/06/16 20:44,300,25/05/16 20:47,40,failed,2,US
101658918,The New Game- Treasure of Ernest Loy - PLUS,13,Games,Games,USD,04/03/14 19:07,45000,03/02/14 19:07,0,failed,0,US
1016595269,Bruised (A Prequel To Shanked) - A film on Domestic Violence,43,Shorts,Film & Video,GBP,01/01/13 1:00,1000,20/11/12 22:05,105,failed,7,GB
1016630664,Bakes 'N' Shakes,6,Food,Food,GBP,30/04/16 1:38,5000,31/03/16 1:38,0,failed,0,GB
1016630987,Don't Walk Among the Dead - A Post Apocalyptic Short Film,122,Thrillers,Film & Video,CAD,15/09/16 17:51,9800,16/08/16 17:51,11102,successful,94,CA
1016635916,LinkX - students hiring students,66,Makerspaces,Technology,USD,20/03/16 15:04,100000,20/01/16 16:04,31,failed,4,US
1016640557,DOWN AT THE WHISTLE STOP,11,Indie Rock,Music,USD,19/12/13 4:02,10000,19/11/13 4:02,0,failed,0,US
1016645441,The Men Of Narrow Fjord--A Collection by Derek Clarkson,17,Fashion,Fashion,USD,03/02/12 20:52,5000,05/12/11 20:52,5743.51,successful,106,US
1016645962,Sympic,36,Web,Technology,GBP,25/02/15 22:07,3000,26/01/15 22:07,2,failed,2,GB
1016646147,MARY LOSS OF SOUL: a supernatural thriller feature film,111,Horror,Film & Video,USD,25/11/14 23:19,41500,26/10/14 22:19,2435,canceled,46,US
1016661405,"X STAND-Multi-functional Laptop, Tablet, Smartphone Stand.",8,Product Design,Design,USD,24/04/16 16:51,3500,24/02/16 16:51,24836.9,successful,430,US
1016665592,The Most of Things: an unusual short film that needs that last bit of funding!,43,Shorts,Film & Video,USD,17/04/10 0:00,500,16/03/10 18:46,1270,successful,31,US
1016666033,The Colorboration Project Chicago,89,Performance Art,Art,USD,10/03/11 19:05,850,08/02/11 19:05,875,successful,24,US
1016668143,The Algorithm (Sci Fi Short),43,Shorts,Film & Video,AUD,14/02/14 3:00,3500,14/01/14 0:19,1371,failed,16,AU
1016669929,The Ochion Jewell Quartet's Debut Album,11,Indie Rock,Music,USD,20/03/11 0:31,3600,19/01/11 1:31,3706,successful,47,US
1016673585,Carter's Play by Josh McIlvain,18,Theater,Theater,USD,26/04/12 3:45,4000,27/03/12 3:45,4025,successful,68,US
1016676549,Newer way to Scale Fish!,8,Product Design,Design,USD,04/12/15 14:53,8000,04/11/15 22:01,0,failed,0,US
1016698081,Help National Lines record their first EP!,32,Rock,Music,USD,01/03/15 6:00,4500,22/01/15 8:17,4634,successful,52,US
1016708812,HOW BIG LITTLE IS,9,Documentary,Film & Video,USD,15/11/13 0:42,15000,16/10/13 0:42,18503,successful,308,US
1016716766,30/90 Gallery Show,25,Photography,Photography,USD,23/01/16 5:00,800,05/01/16 3:58,866,successful,20,US
101671707,How The Hours Went,9,Documentary,Film & Video,USD,25/09/16 4:11,6500,26/08/16 4:11,336,failed,4,US
1016728092,"Pulp:  A smoky, sensuous, sexy story of 1950s lesbian life and love  ",18,Theater,Theater,USD,02/05/10 5:59,2000,10/03/10 3:02,2225,successful,38,US
101672906,"Don't compromise for convenience, take a fresh look ...",6,Food,Food,GBP,07/03/13 1:08,5000,05/02/13 1:08,110,failed,4,GB
1016731523,Coffee Brake Mug: C(?????) D?s???. ?,8,Product Design,Design,USD,18/04/16 5:00,56000,16/03/16 14:42,35668,failed,691,US
1016740457,The Algernon Files 3.0,27,Tabletop Games,Games,USD,02/08/14 5:59,2500,04/07/14 0:19,2585,successful,117,US
1016749365,The Silent Playground of Magical Wishes!,118,Graphic Novels,Comics,USD,06/02/15 23:06,10000,06/01/15 23:06,325,failed,13,US
1016755401,To Paint The Sky's Next EP,32,Rock,Music,USD,30/07/11 21:32,500,19/05/11 4:19,220,failed,7,US
1016755974,TK GO,118,Graphic Novels,Comics,GBP,31/12/16 14:01,3500,01/12/16 14:01,117,live,5,GB
1016756535,Something To Do's NEW ALBUM!,3,Music,Music,USD,22/04/12 15:57,5000,08/03/12 15:57,5473,successful,119,US
1016767907,Ultra Light Vaporizer Pocket Wallet Valet - AKA: PenPal,12,Crafts,Crafts,USD,01/10/15 1:20,1000,31/08/15 19:59,0,canceled,0,US
1016781421,Fantasy Funding,68,Children's Books,Publishing,GBP,02/10/15 14:54,675,13/08/15 14:54,236,failed,16,GB
1016782717,New Album on Vinyl by The Ex-Girlfriends Club,32,Rock,Music,USD,29/09/13 9:21,1500,20/08/13 9:21,1590,successful,45,US
1016790310,SkyBoats - Sail the Skies,40,Video Games,Games,CAD,12/08/16 23:11,1000,13/07/16 23:11,1091,successful,53,CA
101680437,The Most Extreme Party Girls Music Video,103,Music Videos,Film & Video,USD,06/05/15 20:01,45000,06/04/15 20:03,0,failed,0,US
1016811197,Nature's Angels inspires children to use their imagination.,68,Children's Books,Publishing,USD,22/05/14 1:11,1450,22/04/14 1:11,0,failed,0,US
1016814310,We make a movie and you get immortalized!,43,Shorts,Film & Video,USD,29/12/09 6:41,3000,30/09/09 22:18,3034.74,successful,39,US
1016816389,Give the Angels wings,73,Performances,Dance,CAD,06/09/14 4:59,9000,03/08/14 18:50,11791,successful,127,CA
101682275,HI,46,Apps,Technology,USD,27/04/15 18:59,10000,26/02/15 18:59,70,failed,4,US
101683642,Cerat: Luxury Pencils of Britain (Canceled),77,Stationery,Crafts,GBP,15/07/15 13:01,1000,14/06/15 13:01,94,canceled,6,GB
1016838613,"""The Kris and Berman Show"" Adult Animated Series Pilot",75,Animation,Film & Video,USD,28/09/12 18:18,20000,14/08/12 18:18,4315,failed,39,US
1016842478,The Visit,43,Shorts,Film & Video,USD,17/11/12 22:01,1500,18/10/12 22:01,1500,successful,13,US
1016845672,Classical meets Jazz in an album to inspire young musicians.,80,Classical Music,Music,CAD,09/12/13 18:32,25000,10/10/13 18:32,32444,successful,163,CA
1016855867,We Love Your Pets and People at FacesByPlaces.com,36,Web,Technology,USD,04/10/14 4:03,20000,04/09/14 4:03,0,failed,0,US
1016861769,Urban Tour Project,8,Product Design,Design,USD,29/04/13 18:32,25000,25/03/13 17:32,39217,successful,204,US
1016862158,Eight by Eight (Canceled),48,Apparel,Fashion,USD,14/04/16 23:14,1000,15/03/16 22:14,0,canceled,0,US
1016879264,Bintou: Giving Harlem Relevant Theatre ,18,Theater,Theater,USD,22/05/10 1:15,2550,25/03/10 3:11,0,failed,0,US
1016881185,City of Gray,11,Indie Rock,Music,USD,09/11/12 21:53,7000,10/10/12 21:53,7890,successful,122,US
101688479,"REDD: The Most Bad Ass Indie SciFi Adventure Movie, EVER!",4,Film & Video,Film & Video,USD,03/06/12 2:23,5250,01/05/12 2:23,5915.5,successful,96,US
1016888660,For My Brother (Canceled),40,Video Games,Games,USD,22/07/14 9:01,150000,18/06/14 9:01,31405.11,canceled,665,US
1016891532,Artizens,40,Video Games,Games,USD,18/02/13 4:00,30000,19/01/13 0:04,52616,successful,1558,US
1016896948,Follow the Westboro baptist  church in a rainbow bus,106,Video,Journalism,USD,09/09/14 18:41,1000,11/07/14 18:41,21,failed,3,US
1016899157,Mus_e du cirque Gilles MAIGNANT : NICE CIRCUS CABARET,89,Performance Art,Art,EUR,25/10/15 18:38,1000000,26/08/15 19:38,100,failed,1,FR
1016899944,Clean and Free,48,Apparel,Fashion,USD,16/12/16 0:47,5000,16/11/16 0:47,51,live,2,US
1016904319,The Adventures of Melvin and Me,19,Comics,Comics,USD,13/09/16 18:28,6500,15/07/16 18:28,1621,failed,47,US
1016916700,Celebrate Peace and Joy Day October 1 2014,3,Music,Music,USD,10/08/14 21:14,5000,26/06/14 21:14,146,failed,4,US
1016918437,My First Language Lesson by Chatterfun Media,68,Children's Books,Publishing,USD,21/10/13 5:59,15000,19/09/13 3:14,29,failed,1,US
1016927766,Jumpman Forever,40,Video Games,Games,USD,21/12/13 23:06,20000,22/11/13 19:23,20472,successful,236,US
1016931006,Here Comes Jason Lightning Tiger!,3,Music,Music,USD,11/09/13 18:08,3000,12/08/13 18:08,0,failed,0,US
1016931193,Daylight Hours,40,Video Games,Games,GBP,24/08/16 14:32,200,25/07/16 14:32,3,failed,2,GB
1016931493,Milly Zantow: Recycling Pioneer,90,Installations,Art,USD,06/05/15 16:41,5000,06/04/15 16:41,1125,failed,16,US
1016933370,Manufacture of Bijouz Full Figured Fashion,17,Fashion,Fashion,USD,08/11/12 9:42,2000,24/09/12 9:42,100,failed,7,US
1016935126,Boneyard Pets V.3 - Punch Out 3D Dinosaur Puzzles Reinvented,8,Product Design,Design,USD,12/06/15 22:07,5000,13/05/15 22:07,10611,successful,165,US
1016942335,Culinary Mushroom Project,115,Small Batch,Food,USD,09/08/14 21:58,500,10/07/14 21:58,500,successful,11,US
101695472,Shadow Of Valor: The Darkness Endures,97,Fantasy,Film & Video,GBP,23/05/14 13:20,1000,23/04/14 13:20,227,failed,8,GB
1016967387,Pretty Butch,107,Plays,Theater,SGD,14/12/16 16:59,9000,23/11/16 2:59,2255,live,26,SG
1016968400,Diva of Spiritual Voice/Hidden jewel from !NEW Album in USA,56,World Music,Music,USD,18/07/12 21:58,80000,18/06/12 21:58,100,failed,2,US
1016972003,Chocky Hendreth's Doppelg_ng,17,Fashion,Fashion,GBP,18/01/15 14:09,5000,19/12/14 14:09,333,failed,7,GB
1016985196,Breaking The Chains,58,Drama,Film & Video,USD,14/12/15 0:15,7500,15/10/15 0:15,6,failed,2,US
1016995738,Rotary combustion engine,71,Fabrication Tools,Technology,USD,24/05/16 23:39,17000,25/03/16 22:39,115,failed,6,US
1016999424,Soulcraft Custom RPG Dice,27,Tabletop Games,Games,USD,10/12/14 18:31,3000,10/11/14 18:31,1319,failed,57,US
101701536,Crisis Averted: Party Card Game for Geeks and Know-it-Alls,27,Tabletop Games,Games,USD,05/07/14 5:59,2500,05/06/14 18:00,140,canceled,6,US
1017015636,"Support ""Red Light, Green Light"" in its second festival!",18,Theater,Theater,USD,02/08/12 22:55,1000,23/07/12 22:55,25,failed,1,US
1017016615,The Singing Stream series,9,Documentary,Film & Video,USD,05/09/15 15:41,5500,06/08/15 15:41,6930,successful,105,US
1017019083,F*** You Kitty Jenkins,15,Comic Books,Comics,GBP,30/10/14 19:00,1000,30/09/14 19:19,1894,successful,87,GB
1017025135,Madhouse Hospital,111,Horror,Film & Video,USD,05/10/15 15:34,400,05/09/15 15:34,0,failed,0,US
1017028507,Blip Festival Tokyo 2012: A Photographic Documentary,25,Photography,Photography,USD,13/09/12 23:53,4000,14/08/12 23:53,4163,successful,95,US
1017041137,A Light Hazing,23,Public Art,Art,USD,22/08/11 19:36,3000,18/08/11 19:36,150,failed,2,US
1017060384,He's Still In The Blessing Business.,110,Faith,Music,USD,04/04/16 1:19,10000,07/02/16 3:16,5,failed,1,US
101706164,Rivers Of Time - A Documentary Film production (Canceled),9,Documentary,Film & Video,GBP,16/09/15 11:32,35000,18/07/15 11:32,4500,canceled,9,GB
1017068941,Wastebasket Whatnots: Jewelry and Gifts,12,Crafts,Crafts,USD,24/10/11 6:11,5000,24/09/11 6:11,100,failed,2,US
1017072750,"Refined Casual Gear for Gents, Made in the USA",17,Fashion,Fashion,USD,03/01/13 17:03,20000,04/12/12 17:03,30769,successful,217,US
1017076764,Proven Reality,53,Technology,Technology,USD,01/10/15 1:00,100000,19/08/15 17:11,253,failed,6,US
1017078653,The Tipping Documentary,9,Documentary,Film & Video,USD,04/04/14 14:45,1550,05/03/14 14:45,1767,successful,42,US
1017085306,Atrebla Fashions: Women's Apparel,17,Fashion,Fashion,CAD,01/05/14 5:59,5000,04/04/14 23:54,60,failed,1,CA
1017106495,"""Lil' G"" Character Education Book Series",68,Children's Books,Publishing,USD,19/08/16 17:59,10000,21/07/16 1:41,1,failed,1,US
1017108037,Tessel Jet Pack Backpack,14,Design,Design,USD,02/06/13 7:59,17000,01/05/13 6:07,56045,successful,846,US
1017108145,DUCK BEACH,9,Documentary,Film & Video,USD,24/05/11 5:59,15000,23/04/11 22:48,16346,successful,152,US
1017118969,Conspiracy Prophecy 2017 - PC Game,40,Video Games,Games,USD,24/12/13 10:32,2500,24/11/13 10:32,469,failed,44,US
1017121092,Wrestling Podcast for the 'Universe',85,Journalism,Journalism,GBP,28/03/15 21:53,180,26/02/15 22:53,4,failed,4,GB
1017132344,Princes of the Universe: a Nino Malong Art Book,16,Art Books,Publishing,USD,05/09/16 3:00,1200,31/07/16 21:03,1670,successful,39,US
1017142087,One Minute Gone: Manhattan Noir: a novel and backstory book,30,Fiction,Publishing,USD,01/08/13 1:32,3000,02/07/13 1:32,21,failed,3,US
1017146342,"Be a part of An Films newest short film, 1901!",43,Shorts,Film & Video,USD,03/07/10 17:59,3150,09/06/10 6:32,3487,successful,59,US
1017150197,Elegant Techology Jewelry: Ferrofluid Pendant,113,Jewelry,Fashion,USD,19/04/15 5:19,2000,20/03/15 4:19,640,failed,16,US
1017169328,Long Arm Quilting Machine Desperately Needed for Business,145,Quilts,Crafts,USD,01/09/15 2:00,28893,08/08/15 4:45,50,canceled,1,US
1017181934,Chlambrum Trilogy,30,Fiction,Publishing,AUD,03/07/14 16:42,3000,03/06/14 16:42,0,failed,0,AU
1017195583,"Knox - ""Daddy Shit"" Music Video!",50,Hip-Hop,Music,USD,20/05/13 0:18,5000,20/04/13 0:18,0,failed,0,US
1017195680,Community Spinning and fibre Group Wheel,12,Crafts,Crafts,GBP,25/04/16 21:55,300,26/03/16 20:55,306,successful,17,GB
101720873,T REXXXXXX! - A Multi-Media Kids Project,3,Music,Music,USD,01/09/11 5:59,10000,20/07/11 19:42,11665,successful,103,US
1017217801,Pixel Shades by R A V E Z (Canceled),123,Wearables,Technology,GBP,11/07/14 18:00,5800,26/06/14 21:29,876,canceled,9,GB
1017223437,Live On Tour Documentary (Canceled),9,Documentary,Film & Video,USD,10/09/12 1:00,5000,22/08/12 2:44,0,canceled,0,US
1017225613,Help us Launch Our NEW Harvest Apple Honey Wine Vinegar!,6,Food,Food,USD,14/07/13 17:15,26000,14/06/13 17:15,1125,failed,30,US
1017229672,Turn my words into music,83,Country & Folk,Music,USD,10/05/12 4:22,30000,10/04/12 4:22,0,failed,0,US
1017233400,The Realm of Gob,40,Video Games,Games,USD,13/03/14 17:28,10000,11/02/14 18:28,735,failed,6,US
1017240157,Disconnected - Web Series,4,Film & Video,Film & Video,USD,16/11/12 8:00,3000,17/10/12 2:15,3000,successful,34,US
1017254268,Nova Gam3: The Album,50,Hip-Hop,Music,USD,01/02/13 5:59,7337,05/12/12 8:12,13,failed,1,US
1017259112,Jeff Miracola's Fantasy Art Acrylic Painting Technique Video,54,Painting,Art,USD,08/09/15 18:59,8000,09/08/15 18:59,23317,successful,447,US
1017265011,SIGNd- a revolutionary site for new artists to be discovered,3,Music,Music,USD,29/05/16 2:44,200000,30/03/16 2:44,0,failed,0,US
1017284207,GiftPrompt Mobile App,46,Apps,Technology,USD,27/04/16 17:25,6000,28/03/16 17:25,2,failed,2,US
1017289532,Exotic Wooden Belaying Pins For Pirate Cosplay,12,Crafts,Crafts,USD,27/04/13 21:32,500,07/04/13 21:32,515,successful,6,US
1017293387,Nick Tyson (a fresh start),3,Music,Music,USD,02/06/14 8:13,1500,23/05/14 8:13,0,failed,0,US
1017297052,Pulp Productions Presents: Roomies,21,Webseries,Film & Video,USD,21/07/12 18:46,2000,21/06/12 18:46,50,failed,1,US
1017297465,Our Dream come true: Marasco's Candies,6,Food,Food,USD,01/02/15 20:17,5000,04/01/15 20:17,5083,successful,68,US
1017298128,My Vegan Sweet Tooth -- Bursting at the seams!,6,Food,Food,USD,08/10/12 2:25,10000,24/08/12 2:25,1508,failed,28,US
1017301556,Peat Reek - A short Scottish film about whisky smuggling,43,Shorts,Film & Video,GBP,02/09/13 14:44,3300,03/08/13 14:44,4010,successful,79,GB
1017305862,Hot Pants and Helmets: A Modern Roller Derby Story,25,Photography,Photography,USD,31/05/12 9:00,500,03/05/12 1:54,100,failed,6,US
1017309392,Lulu & Kuis: Create your own luxury wool coat,38,Ready-to-wear,Fashion,GBP,27/09/15 0:00,4000,11/09/15 20:59,4000,successful,21,GB
1017317496,The vanishing springs of Florida,57,Photobooks,Photography,USD,17/08/14 22:53,300,18/07/14 22:54,0,failed,0,US
1017331826,Monster Documentary,9,Documentary,Film & Video,USD,21/01/12 3:43,5000,22/11/11 3:43,230,failed,7,US
1017334345,Stone Skull's 28mm Tabletop Gaming Miniature Furniture,27,Tabletop Games,Games,USD,01/04/16 15:36,3000,02/03/16 15:36,76498,successful,810,US
1017338225,Bring the Music In: the Summer Januaries 1st Original Album,83,Country & Folk,Music,USD,04/10/13 23:11,3500,04/09/13 23:11,3709,successful,43,US
1017343780,"Tuna Knobs, Stick ïem to your tablet and itÍs a controller.",8,Product Design,Design,EUR,08/08/14 16:55,12500,09/07/14 16:55,30665,successful,669,NL
1017346677,Rivanna River Basin Mural--by artist Kaki Dimock,23,Public Art,Art,USD,27/07/13 19:00,8000,01/07/13 17:54,11371,successful,112,US
1017350841,Songs of Petroleum - autobiography of Jan Lundberg,10,Nonfiction,Publishing,USD,01/07/11 0:50,5000,01/06/11 0:50,0,failed,0,US
1017352501,Le Cerbère en Vid_oclip!,11,Indie Rock,Music,CAD,16/11/15 1:07,1000,17/10/15 1:07,1115,successful,32,CA
10173583,DESTINATION: CONCEPT ARTIST -an audio book,96,Conceptual Art,Art,USD,02/12/11 5:14,1000,18/11/11 6:01,401,failed,10,US
1017361698,My debut full-length album.,11,Indie Rock,Music,USD,03/06/11 0:49,500,04/05/11 0:49,525,successful,21,US
1017371634,Reactions Through Spaces. An Interaction,52,Dance,Dance,USD,06/04/14 16:07,2000,05/02/14 16:07,2626.61,successful,36,US
1017382500,Japanese Anime Store (Canceled),15,Comic Books,Comics,USD,31/03/16 0:55,50000,01/03/16 0:55,5,canceled,1,US
1017383076,Going Green on a Electric Motorcycle,4,Film & Video,Film & Video,USD,11/03/13 6:59,49777,09/02/13 1:08,110,failed,2,US
1017383096,A Taste of Heaven & Hell,10,Nonfiction,Publishing,USD,17/11/13 2:59,15000,03/10/13 2:59,165,failed,4,US
101738386,E.P release,11,Indie Rock,Music,GBP,31/05/14 9:30,1000,01/04/14 9:30,1422,successful,153,GB
1017384940,Help me make an EP/CD!,3,Music,Music,USD,08/08/12 5:59,450,21/06/12 18:52,610,successful,22,US
1017394060,Twenty Seconds...A True Account of Survival & Hope,10,Nonfiction,Publishing,USD,26/03/15 15:08,12500,24/02/15 17:46,218,canceled,3,US
1017398663,Mermaid Love,17,Fashion,Fashion,EUR,11/06/15 9:20,500,12/05/15 9:20,187,failed,4,DE
1017405397,How To Deal with Life Difficulties (Canceled),10,Nonfiction,Publishing,USD,06/03/16 7:07,12500,05/02/16 7:07,0,canceled,0,US
1017410978,Grinidon: A Fantasy Graphic Novel,118,Graphic Novels,Comics,USD,13/04/15 6:38,7000,14/03/15 5:38,7668,successful,91,US
1017422757,Axel Fowley Music,44,Electronic Music,Music,EUR,29/07/15 11:49,5000,29/06/15 11:49,0,failed,0,AT
1017428577,Kool Vibe Music Group,50,Hip-Hop,Music,USD,25/04/15 21:42,3000,26/03/15 20:42,1,failed,1,US
101743080,Nora Evergla Designs,48,Apparel,Fashion,USD,09/10/15 23:58,2300,09/09/15 23:58,67,failed,3,US
1017435807,Penn State: We Are...Forever,117,Places,Photography,USD,16/01/15 23:14,700,02/01/15 23:14,0,failed,0,US
1017454,The Forest or: How I Learned to Love the Pine Beetle,4,Film & Video,Film & Video,USD,26/04/15 16:37,1,20/04/15 17:03,167,successful,9,US
1017454272,WIU (World in Universe) (WIU.co),13,Games,Games,EUR,14/04/15 1:36,100000,17/03/15 0:36,4,failed,1,NL
1017456318,INCURSION: Faeblade,30,Fiction,Publishing,USD,22/09/16 0:05,500,23/08/16 0:05,679,successful,12,US
1017463092,"""Neak Ta"" - supporting experimental arts and music in Phnom Penh, Cambodia",28,Art,Art,USD,18/04/10 1:00,2500,12/03/10 10:33,2570,successful,35,US
1017464144,Raven Bicycle Registry Smartphone Security System,53,Technology,Technology,USD,12/12/13 8:52,36500,12/11/13 8:52,4736,failed,33,US
1017468002,Marcus Lindsey Band For CMA Fest 2016,83,Country & Folk,Music,USD,14/05/16 20:28,1500,14/04/16 20:28,1500,successful,12,US
1017475213,InProv  Debut EP/DVD,3,Music,Music,USD,06/08/12 5:05,1200,07/07/12 5:05,20,failed,1,US
1017481629,Help Produce the Brand New ILLUS Album and Comic Book!,50,Hip-Hop,Music,USD,08/01/11 3:40,7500,09/11/10 3:40,565,failed,16,US
1017484485,Help VRTGO Kick-Off with KickStarter!,44,Electronic Music,Music,USD,07/09/15 0:56,5000,06/08/15 2:17,0,failed,0,US
1017489933,Streamer Room (Canceled),114,Live Games,Games,USD,09/08/14 1:12,1000,30/07/14 1:12,5,canceled,1,US
1017491279,Street Name Register (Canceled),53,Technology,Technology,AUD,11/02/15 2:33,4500,22/01/15 2:33,0,canceled,0,AU
1017497445,A2Z Med Review,4,Film & Video,Film & Video,USD,02/05/15 3:45,1000,03/03/15 3:45,0,failed,0,US
1017497680,BeYouNow,27,Tabletop Games,Games,EUR,26/03/15 10:29,9000,24/02/15 11:29,386,failed,3,NL
1017502930,Autism: Hearts of Angels...,69,People,Photography,GBP,01/12/15 17:17,2850,03/11/15 17:17,935,failed,11,GB
1017507083,'Little' - Short Film,43,Shorts,Film & Video,GBP,24/03/14 18:07,1650,10/03/14 18:07,1710,successful,54,GB
1017509045,Reason To Bake Gluten Free Cookies,115,Small Batch,Food,USD,14/10/16 22:27,20000,14/09/16 22:27,20772,successful,127,US
1017512648,The BB-MT (big bite-multi tool),8,Product Design,Design,CAD,17/10/15 2:55,1300,22/09/15 2:55,40,failed,5,CA
1017513321,"Honor Finnegan's ""The Tiny Life""",83,Country & Folk,Music,USD,29/12/11 0:36,3500,29/11/11 0:36,3626.25,successful,98,US
1017513528,"ibou pocket, the handy pouch for your handbag.",17,Fashion,Fashion,GBP,04/04/14 11:21,5000,05/03/14 11:21,7034,successful,189,GB
1017522319,Destruction Of A King's new EP + UK/EU Tour.,32,Rock,Music,USD,16/11/11 5:59,1000,29/10/11 22:30,1135,successful,20,US
1017523928,Vegan Cookies w/ QR Information / Promo / Fundraising Codes,105,Vegan,Food,USD,12/08/15 17:53,5000,13/07/15 17:53,45,failed,3,US
1017524619,Casa de los Amigos - the book,10,Nonfiction,Publishing,USD,29/04/16 3:33,11500,24/03/16 6:18,12100,successful,147,US
1017526751,Tipsy Tarts cake bakery (cake+liquor=delicious),6,Food,Food,USD,22/10/14 19:36,3000,22/09/14 19:36,65,failed,4,US
1017530164,Dungeon Forge - In my pocket,27,Tabletop Games,Games,EUR,10/09/15 12:48,1500,11/08/15 12:48,8386,successful,164,ES
10175303,Lunchbar with cocktailworkshops and tastings,7,Drinks,Food,EUR,05/01/15 11:45,3500,11/12/14 11:45,3500,successful,4,NL
1017533333,Immortal Prosperity: First Dragon & Phoenix Coloring Book,16,Art Books,Publishing,USD,26/11/16 0:55,3888,27/10/16 0:55,8377,successful,198,US
1017547220,Roll out zebra crossing,53,Technology,Technology,GBP,10/08/15 8:28,1500,11/07/15 8:28,20,failed,2,GB
1017556005,Adventures with Alwyn: Artistic Autistic Self-Expression,28,Art,Art,USD,06/08/13 7:29,5000,07/07/13 7:29,5804,successful,58,US
101755848,ELECTRA,58,Drama,Film & Video,USD,23/03/15 21:56,52000,21/02/15 22:56,970,failed,7,US
1017563105,The Lion In Winter,18,Theater,Theater,USD,05/04/12 0:28,500,05/03/12 23:28,503,successful,24,US
1017563394,Stoofer - Meme Social Network,36,Web,Technology,EUR,16/11/16 17:20,20250,17/10/16 17:20,0,canceled,0,IT
1017566406,"Hustling Series, Season Two",21,Webseries,Film & Video,USD,10/06/12 4:00,12000,10/05/12 3:33,18295,successful,122,US
101756860,Nothing Personal - The Expansions!,27,Tabletop Games,Games,USD,31/05/14 21:00,25000,01/05/14 17:35,48466.84,successful,624,US
1017573335,The Car Project (Canceled),12,Crafts,Crafts,NOK,18/10/15 20:36,20000,18/09/15 20:36,0,canceled,0,NO
1017573801,Wax Fingers Makes an Album,32,Rock,Music,USD,12/07/10 5:59,1800,27/05/10 22:18,3412,successful,102,US
1017575898,Project Veri Gaming,40,Video Games,Games,USD,30/08/16 0:16,20000,31/07/16 0:16,0,canceled,0,US
1017580790,Living Furniture | The table that grows your food,8,Product Design,Design,USD,31/07/14 1:00,20000,30/06/14 17:59,2252,failed,57,US
101758741,Fighting Lies,30,Fiction,Publishing,USD,22/01/15 20:33,5500,23/12/14 20:33,61,failed,3,US
1017594080,LOST UTOPIAS: THE BOOK,28,Art,Art,USD,18/05/16 5:59,12700,18/04/16 16:59,14925,successful,141,US
1017611137,Before the Court,43,Shorts,Film & Video,USD,03/08/15 5:59,5000,09/07/15 18:53,6005,successful,48,US
10176166,Natural Makes Scents,20,DIY,Crafts,CAD,13/05/15 19:38,5000,14/03/15 18:38,34,failed,3,CA
1017621175,"American Aquarium - The Making of ""Burn.Flicker.Die.""",3,Music,Music,USD,11/01/12 16:29,20000,12/11/11 16:29,23968.5,successful,337,US
1017630206,"SLIM42 : Ultra Thin Watch, Pure Italian Design (Suspended)",8,Product Design,Design,EUR,16/01/16 14:14,20000,07/12/15 14:14,2645,suspended,60,IT
1017637644,VORB: iOS Physics-Based Racing Platformer,40,Video Games,Games,USD,22/02/11 8:25,8000,16/01/11 8:25,45,failed,5,US
1017646245,Tailwind - Affordable Smart Home Automation Made Simple,35,Gadgets,Technology,CAD,06/01/16 18:52,125000,07/12/15 18:52,4698,failed,55,CA
1017666936,Gathering of Guardians: Board Game,27,Tabletop Games,Games,USD,14/09/14 22:00,25000,12/08/14 19:34,1926,failed,24,US
1017667607,Creative Story Stones,27,Tabletop Games,Games,AUD,01/09/15 23:31,6000,06/08/15 23:31,6046,successful,33,AU
1017668655,ILLUS: Origin of the Mask: San Diego Comic Con Exclusive CD,50,Hip-Hop,Music,USD,24/06/13 20:57,1000,14/06/13 20:57,912,failed,25,US
1017670765,Bring Chess To Kids,27,Tabletop Games,Games,USD,10/01/10 19:50,3000,12/10/09 22:42,25,failed,1,US
101767263,3Doodler: The World's First 3D Printing Pen,33,Hardware,Technology,USD,25/03/13 5:08,30000,19/02/13 6:08,2344134.67,successful,26457,US
1017673870,God Hates Astronauts: The Completely Complete Edition,19,Comics,Comics,USD,20/03/13 16:31,15000,18/02/13 17:31,75770.03,successful,1768,US
1017677782,Keep DVQ Alive!,51,Periodicals,Publishing,USD,10/11/11 0:40,350,11/10/11 0:40,665,successful,31,US
1017679181,The Origins Of Pencil Man,19,Comics,Comics,USD,05/03/13 14:03,500,03/02/13 14:03,48,failed,3,US
1017683260,Personalized Christmas Ornaments That Light Up,70,Ceramics,Art,USD,29/11/16 16:32,250,15/11/16 16:32,1,failed,1,US
